"","election_year","cod_ibge"
"1370",2016,315737
"1371",2016,315770
"1372",2016,315790
"1373",2016,315920
"1374",2016,316010
"1375",2016,316220
"1376",2016,316260
"1377",2016,316300
"1378",2016,316340
"1379",2016,316400
"1380",2016,316430
"1381",2016,316490
"1382",2016,316510
"1383",2016,316540
"1384",2016,316570
"1385",2016,316730
"1386",2016,316805
"1387",2016,316900
"1388",2016,316980
"1389",2016,317050
"1390",2016,317080
"1391",2016,317180
"1392",2016,317220
"1393",2016,320020
"1394",2016,320115
"1395",2016,320225
"1396",2016,320270
"1397",2016,320335
"1398",2016,320440
"1399",2016,320465
"1400",2016,320480
"1401",2016,330245
"1402",2016,330610
"1403",2016,350055
"1404",2016,350090
"1405",2016,350110
"1406",2016,350120
"1407",2016,350140
"1408",2016,350260
"1409",2016,350270
"1410",2016,350310
"1411",2016,350340
"1412",2016,350380
"1413",2016,350420
"1414",2016,350480
"1415",2016,350500
"1416",2016,350510
"1417",2016,350530
"1418",2016,350540
"1419",2016,350610
"1420",2016,350630
"1421",2016,350680
"1422",2016,350710
"1423",2016,350770
"1424",2016,350830
"1425",2016,350840
"1426",2016,350890
"1427",2016,350980
"1428",2016,351000
"1429",2016,351070
"1430",2016,351080
"1431",2016,351240
"1432",2016,351250
"1433",2016,351260
"1434",2016,351310
"1435",2016,351380
"1436",2016,351420
"1437",2016,351470
"1438",2016,351480
"1439",2016,351515
"1440",2016,351518
"1441",2016,351520
"1442",2016,351535
"1443",2016,351565
"1444",2016,351570
"1445",2016,351590
"1446",2016,351600
"1447",2016,351630
"1448",2016,351640
"1449",2016,351660
"1450",2016,351670
"1451",2016,351685
"1452",2016,351700
"1453",2016,351720
"1454",2016,351910
"1455",2016,351930
"1456",2016,351970
"1457",2016,351990
"1458",2016,352030
"1459",2016,352044
"1460",2016,352060
"1461",2016,352180
"1462",2016,352220
"1463",2016,352280
"1464",2016,352290
"1465",2016,352300
"1466",2016,352310
"1467",2016,352390
"1468",2016,352400
"1469",2016,352500
"1470",2016,352520
"1471",2016,352560
"1472",2016,352620
"1473",2016,352690
"1474",2016,352790
"1475",2016,352820
"1476",2016,352850
"1477",2016,352860
"1478",2016,352870
"1479",2016,352900
"1480",2016,352910
"1481",2016,352960
"1482",2016,352980
"1483",2016,353240
"1484",2016,353280
"1485",2016,353300
"1486",2016,353310
"1487",2016,353340
"1488",2016,353440
"1489",2016,353460
"1490",2016,353475
"1491",2016,353520
"1492",2016,353540
